House_number,Date,Energy Demand
1,12-10-2017,7.098
1,13-10-2017,11.087
1,14-10-2017,13.223
1,15-10-2017,10.257
1,16-10-2017,9.769
1,17-10-2017,10.885
1,18-10-2017,10.751
1,19-10-2017,8.431
1,20-10-2017,17.578
1,21-10-2017,24.49
1,22-10-2017,18.885
1,23-10-2017,10.485
1,24-10-2017,15.537
1,25-10-2017,13.128
1,26-10-2017,15.065
1,27-10-2017,16.886
1,28-10-2017,19.629
1,29-10-2017,12.779
1,30-10-2017,13.961
1,31-10-2017,17.822
1,01-11-2017,12.209
1,02-11-2017,14.554
1,03-11-2017,14.347
1,04-11-2017,14.507
1,05-11-2017,15.095
1,06-11-2017,11.663
1,07-11-2017,13.137
1,08-11-2017,0.186
1,09-11-2017,16.722
1,10-11-2017,13.245
1,11-11-2017,10.699
1,12-11-2017,12.321
1,13-11-2017,10.264
1,14-11-2017,10.82
1,15-11-2017,9.808
1,16-11-2017,13.116
1,17-11-2017,9.77
1,18-11-2017,13.779
1,19-11-2017,10.147
1,20-11-2017,11.479
1,21-11-2017,10.637
1,22-11-2017,9.44
1,23-11-2017,10.051
1,24-11-2017,11.023
1,25-11-2017,10.545
1,26-11-2017,9.876
1,27-11-2017,10.978
1,28-11-2017,10.743
1,29-11-2017,10.771
1,30-11-2017,13.088
1,01-12-2017,12.783
1,02-12-2017,15.354
1,03-12-2017,10.167
1,04-12-2017,11.143
1,05-12-2017,11.714
1,06-12-2017,11.85
1,07-12-2017,13.248
1,08-12-2017,13.442
1,09-12-2017,11.355
1,10-12-2017,10.123
1,11-12-2017,12.859
1,12-12-2017,11.971
1,13-12-2017,10.922
1,14-12-2017,10.584
1,15-12-2017,14.257
1,16-12-2017,16.497
1,17-12-2017,12.202
1,18-12-2017,10.255
1,19-12-2017,12.265
1,20-12-2017,11.122
1,21-12-2017,11.95
1,22-12-2017,17.932
1,23-12-2017,7.977
1,24-12-2017,4.983
1,25-12-2017,4.909
1,26-12-2017,7.65
1,27-12-2017,13.146
1,28-12-2017,11.157
1,29-12-2017,10.8
1,30-12-2017,11.112
1,31-12-2017,10.033
1,01-01-2018,10.8
1,02-01-2018,13.3
1,03-01-2018,10.074
1,04-01-2018,9.857
1,05-01-2018,11.171
1,06-01-2018,10.293
1,07-01-2018,9.439
1,08-01-2018,11.64
1,09-01-2018,15.259
1,10-01-2018,10.74
1,11-01-2018,10.979
1,12-01-2018,10.586
1,13-01-2018,10.36
1,14-01-2018,12.273
1,15-01-2018,9.83
1,16-01-2018,14.408
1,17-01-2018,9.857
1,18-01-2018,16.922
1,19-01-2018,15.742
1,20-01-2018,11.53
1,21-01-2018,12.666
1,22-01-2018,10.87
1,23-01-2018,10.99
1,24-01-2018,12.124
1,25-01-2018,11.26
1,26-01-2018,16.348
1,27-01-2018,11.466
1,28-01-2018,9.907
1,29-01-2018,9.886
1,30-01-2018,10.297
1,31-01-2018,9.208
1,01-02-2018,9.953
1,02-02-2018,15.097
1,03-02-2018,11.29
1,04-02-2018,8.798
1,05-02-2018,14.146
1,06-02-2018,14.222
1,07-02-2018,11.684
1,08-02-2018,9.635
1,09-02-2018,14.746
1,10-02-2018,15.871
1,11-02-2018,11.514
1,12-02-2018,10.958
1,13-02-2018,11.151
1,14-02-2018,10.042
1,15-02-2018,11.33
1,16-02-2018,10.807
1,17-02-2018,9.221
1,18-02-2018,9.563
1,19-02-2018,11.293
1,20-02-2018,10.941
1,21-02-2018,20.912
1,22-02-2018,24.018
1,23-02-2018,14.125
1,24-02-2018,19.751
1,25-02-2018,11.198
1,26-02-2018,11.175
1,27-02-2018,15.769
1,28-02-2018,32.628
1,01-03-2018,39.284
1,02-03-2018,26.292
1,03-03-2018,23.58
1,04-03-2018,25.447
1,05-03-2018,32.856
1,06-03-2018,16.637
1,07-03-2018,27.718
1,08-03-2018,18.876
1,09-03-2018,10.858
1,10-03-2018,19.191
1,11-03-2018,13.658
1,12-03-2018,16.135
1,13-03-2018,12.956
1,14-03-2018,12.286
1,15-03-2018,13.165
1,16-03-2018,12.652
1,17-03-2018,17.383
1,18-03-2018,13.295
1,19-03-2018,12.519
1,20-03-2018,14.014
1,21-03-2018,10.727
1,22-03-2018,13.524
1,23-03-2018,25.599
1,24-03-2018,16.021
1,25-03-2018,5.781
1,26-03-2018,4.985
1,27-03-2018,5.097
1,28-03-2018,4.929
1,29-03-2018,4.841
1,30-03-2018,4.931
1,31-03-2018,4.933
1,01-04-2018,4.95
1,02-04-2018,12.014
1,03-04-2018,11.421
1,04-04-2018,16.502
1,05-04-2018,14.555
1,06-04-2018,16.679
1,07-04-2018,13.424
1,08-04-2018,14.138
1,09-04-2018,13.627
1,10-04-2018,13.934
1,11-04-2018,13.214
1,12-04-2018,12.563
1,13-04-2018,25.958
1,14-04-2018,12.631
1,15-04-2018,13.937
1,16-04-2018,10.94
1,17-04-2018,9.049
1,18-04-2018,10.346
1,19-04-2018,10.303
1,20-04-2018,17.925
1,21-04-2018,13.58
1,22-04-2018,8.969
1,23-04-2018,8.225
1,24-04-2018,8.686
1,25-04-2018,9.481
1,26-04-2018,9.984
1,27-04-2018,9.625
1,28-04-2018,9.864
1,29-04-2018,7.571
1,30-04-2018,8.64
1,01-05-2018,8.069
1,02-05-2018,9.343
1,03-05-2018,8.109
1,04-05-2018,9.351
1,05-05-2018,8.826
1,06-05-2018,7.418
1,07-05-2018,7.607
1,08-05-2018,8.576
1,09-05-2018,8.391
1,10-05-2018,12.304
1,11-05-2018,10.111
1,12-05-2018,12.405
1,13-05-2018,8.24
1,14-05-2018,9.752
1,15-05-2018,8.34
1,16-05-2018,9.214
1,17-05-2018,9.638
1,18-05-2018,9.714
1,19-05-2018,10.747
1,20-05-2018,9.356
1,21-05-2018,10.899
1,22-05-2018,10.492
1,23-05-2018,9.423
1,24-05-2018,10.342
1,25-05-2018,9.509
1,26-05-2018,11.917
1,27-05-2018,11.161
1,28-05-2018,12.182
1,29-05-2018,11.099
1,30-05-2018,11.431
1,31-05-2018,10.098
1,01-06-2018,12.555
1,02-06-2018,12.082
1,03-06-2018,10.694
1,04-06-2018,11.065
1,05-06-2018,9.62
1,06-06-2018,9.343
1,07-06-2018,11.9
1,08-06-2018,9.598
1,09-06-2018,9.234
1,10-06-2018,8.24
1,11-06-2018,9.321
1,12-06-2018,9.375
1,13-06-2018,8.629
1,14-06-2018,8.761
1,15-06-2018,13.881
1,16-06-2018,11.62
1,17-06-2018,12.253
1,18-06-2018,10.138
1,19-06-2018,11.27
1,20-06-2018,8.717
1,21-06-2018,10.748
1,22-06-2018,8.182
1,23-06-2018,11.157
1,24-06-2018,7.651
1,25-06-2018,9.596
1,26-06-2018,8.857
1,27-06-2018,8.69
1,28-06-2018,10.441
1,29-06-2018,8.911
1,30-06-2018,7.594
1,01-07-2018,7.806
1,02-07-2018,8.958
1,03-07-2018,9.458
1,04-07-2018,9.37
1,05-07-2018,9.138
1,06-07-2018,9.435
1,07-07-2018,10.61
1,08-07-2018,7.405
1,09-07-2018,5.192
1,10-07-2018,5.368
1,11-07-2018,6.046
1,12-07-2018,4.995
1,13-07-2018,11.581
1,14-07-2018,12.957
1,15-07-2018,7.356
1,16-07-2018,10.737
1,17-07-2018,9.367
1,18-07-2018,11.62
1,19-07-2018,8.511
1,20-07-2018,9.344
1,21-07-2018,8.922
1,22-07-2018,8.216
1,23-07-2018,9.527
1,24-07-2018,8.265
1,25-07-2018,9.717
1,26-07-2018,10.316
1,27-07-2018,8.831
1,28-07-2018,8.154
1,29-07-2018,6.781
1,30-07-2018,8.843
1,31-07-2018,8.495
1,01-08-2018,7.92
1,02-08-2018,8.847
1,03-08-2018,7.746
1,04-08-2018,9.085
1,05-08-2018,9.564
1,06-08-2018,8.745
1,07-08-2018,8.784
1,08-08-2018,8.303
1,09-08-2018,9.381
1,10-08-2018,8.562
1,11-08-2018,8.567
1,12-08-2018,8.021
1,13-08-2018,7.709
1,14-08-2018,9.252
1,15-08-2018,10.068
1,16-08-2018,9.098
1,17-08-2018,8.702
1,18-08-2018,8.464
1,19-08-2018,8.498
1,20-08-2018,8.225
1,21-08-2018,9.566
1,22-08-2018,8.019
1,23-08-2018,8.18
1,24-08-2018,8.955
1,25-08-2018,8.91
1,26-08-2018,8.058
1,27-08-2018,10.4
1,28-08-2018,7.937
1,29-08-2018,9.9
1,30-08-2018,8.046
1,31-08-2018,8.538
1,01-09-2018,8.052
1,02-09-2018,9.104
1,03-09-2018,5.722
1,04-09-2018,5.071
1,05-09-2018,5.053
1,06-09-2018,5.04
1,07-09-2018,4.783
1,08-09-2018,4.713
1,09-09-2018,4.57
1,10-09-2018,4.548
1,11-09-2018,4.995
1,12-09-2018,10.985
1,13-09-2018,12.525
1,14-09-2018,13.236
1,15-09-2018,11.626
1,16-09-2018,12.157
1,17-09-2018,13.629
1,18-09-2018,14.61
1,19-09-2018,21.969
1,20-09-2018,19.563
1,21-09-2018,16.236
1,22-09-2018,12.847
1,23-09-2018,12.034
1,24-09-2018,13.234
1,25-09-2018,9.384
1,26-09-2018,11.378
1,27-09-2018,8.993
1,28-09-2018,12.718
1,29-09-2018,14.694
1,30-09-2018,18.271
1,01-10-2018,20.042
1,02-10-2018,9.379
1,03-10-2018,8.072
1,04-10-2018,8.707
1,05-10-2018,8.687
1,06-10-2018,8.628
1,07-10-2018,9.695
1,08-10-2018,10.365
1,09-10-2018,10.074
1,10-10-2018,11.084
1,11-10-2018,11.654
1,12-10-2018,5.909
1,13-10-2018,14.136
1,14-10-2018,10.46
1,15-10-2018,20.372
1,16-10-2018,22.108
1,17-10-2018,16.087
1,18-10-2018,16.662
1,19-10-2018,13.422
1,20-10-2018,18.601
1,21-10-2018,12.294
1,22-10-2018,11.088
1,23-10-2018,9.155
1,24-10-2018,9.258
1,25-10-2018,13.686
1,26-10-2018,11.677
1,27-10-2018,10.192
1,28-10-2018,15.18
1,29-10-2018,11.762
1,30-10-2018,10.397
1,31-10-2018,9.519
1,01-11-2018,9.384
1,02-11-2018,13.312
1,03-11-2018,16.2
1,04-11-2018,9.736
1,05-11-2018,21.503
1,06-11-2018,11.627
1,07-11-2018,11.834
1,08-11-2018,26.19
1,09-11-2018,12.202
1,10-11-2018,25.556
1,11-11-2018,28.659
1,12-11-2018,18.259
1,13-11-2018,12.27
1,14-11-2018,12.202
1,15-11-2018,13.78
1,16-11-2018,9.943
1,17-11-2018,9.094
1,18-11-2018,10.364
1,19-11-2018,11.045
1,20-11-2018,16.814
1,21-11-2018,11.73
1,22-11-2018,11.528
1,23-11-2018,11.214
1,24-11-2018,14.341
1,25-11-2018,9.56
1,26-11-2018,10.631
1,27-11-2018,11.265
1,28-11-2018,10.513
1,29-11-2018,11.51
1,30-11-2018,7.858
1,01-12-2018,12.918
1,02-12-2018,9.061
1,03-12-2018,14.641
1,04-12-2018,17.015
1,05-12-2018,10.495
1,06-12-2018,14.649
1,07-12-2018,11.76
1,08-12-2018,18.28
1,09-12-2018,11.522
1,10-12-2018,12.882
1,11-12-2018,12.935
1,12-12-2018,12.897
1,13-12-2018,12.486
1,14-12-2018,11.432
1,15-12-2018,12.214
1,16-12-2018,12.406
1,17-12-2018,18.477
1,18-12-2018,14.436
1,19-12-2018,12.073
1,20-12-2018,13.171
1,21-12-2018,11.247
1,22-12-2018,12.025
1,23-12-2018,6.721
1,24-12-2018,4.781
1,25-12-2018,4.65
1,26-12-2018,4.706
1,27-12-2018,9.122
1,28-12-2018,14.153
1,29-12-2018,14.982
1,30-12-2018,15.082
1,31-12-2018,13.746
1,01-01-2019,15.496
1,02-01-2019,14.195
1,03-01-2019,11.382
1,04-01-2019,16.176
1,05-01-2019,14.418
1,06-01-2019,14.302
1,07-01-2019,16.492
1,08-01-2019,13.079
1,09-01-2019,14.577
1,10-01-2019,14.964
1,11-01-2019,14.466
1,12-01-2019,16.034
1,13-01-2019,18.266
1,14-01-2019,18.532
1,15-01-2019,19.011
1,16-01-2019,15.802
1,17-01-2019,14.894
1,18-01-2019,12.371
1,19-01-2019,14.8
1,20-01-2019,12.486
1,21-01-2019,16.025
1,22-01-2019,14.116
1,23-01-2019,12.585
1,24-01-2019,14.54
1,25-01-2019,14.039
1,26-01-2019,24.04
1,27-01-2019,22.629
1,28-01-2019,14.388
1,29-01-2019,20.304
1,30-01-2019,14.166
1,31-01-2019,21.574
1,01-02-2019,11.425
1,02-02-2019,27.272
1,03-02-2019,17.468
1,04-02-2019,24.363
1,05-02-2019,17.018
1,06-02-2019,13.352
1,07-02-2019,16.663
1,08-02-2019,17.172
1,09-02-2019,12.657
1,10-02-2019,10.846
1,11-02-2019,15.586
1,12-02-2019,13.812
1,13-02-2019,11.723
1,14-02-2019,13.497
1,15-02-2019,12.57
1,16-02-2019,21.94
1,17-02-2019,12.917
1,18-02-2019,17.066
1,19-02-2019,14.997
1,20-02-2019,11.876
1,21-02-2019,13.083
1,22-02-2019,12.734
1,23-02-2019,14.886
1,24-02-2019,12.528
1,25-02-2019,11.826
1,26-02-2019,12.328
1,27-02-2019,20.518
1,28-02-2019,2.774
2,20-02-2017,7.561
2,21-02-2017,32.218
2,22-02-2017,19.609
2,23-02-2017,21.694
2,24-02-2017,15.817
2,25-02-2017,15.634
2,26-02-2017,18.373
2,27-02-2017,19.237
2,28-02-2017,14.952
2,29-02-2017,13.759
2,01-03-2017,10.579
2,02-03-2017,11.323
2,03-03-2017,11.599
2,04-03-2017,15.762
2,05-03-2017,12.884
2,06-03-2017,48.174
2,07-03-2017,42.511
2,08-03-2017,24.487
2,09-03-2017,20.936
2,10-03-2017,23.201
2,11-03-2017,19.149
2,12-03-2017,22.383
2,13-03-2017,22.386
2,14-03-2017,23.614
2,15-03-2017,22.594
2,16-03-2017,22.88
2,17-03-2017,22.911
2,18-03-2017,22.064
2,19-03-2017,22.16
2,20-03-2017,21.659
2,21-03-2017,20.808
2,22-03-2017,20.268
2,23-03-2017,22.878
2,24-03-2017,16.21
2,25-03-2017,5.109
2,26-03-2017,3.912
2,27-03-2017,3.972
2,28-03-2017,3.886
2,29-03-2017,3.891
2,30-03-2017,4.315
2,31-03-2017,4.013
2,01-04-2017,3.876
2,02-04-2017,7.073
2,03-04-2017,20.782
2,04-04-2017,14.595
2,05-04-2017,14.705
2,06-04-2017,16.949
2,07-04-2017,16.471
2,08-04-2017,14.751
2,09-04-2017,17.889
2,10-04-2017,12.095
2,11-04-2017,14.026
2,12-04-2017,19.16
2,13-04-2017,15.14
2,14-04-2017,15.186
2,15-04-2017,14.595
2,16-04-2017,18.422
2,17-04-2017,15.035
2,18-04-2017,17.264
2,19-04-2017,15.104
2,20-04-2017,15.24
2,21-04-2017,12.696
2,22-04-2017,14.203
2,23-04-2017,15.637
2,24-04-2017,15.349
2,25-04-2017,14.16
2,26-04-2017,13.802
2,27-04-2017,14.783
2,28-04-2017,14.172
2,29-04-2017,16.486
2,30-04-2017,11.494
2,01-05-2017,11.154
2,02-05-2017,11.707
2,03-05-2017,14.341
2,04-05-2017,15.388
2,05-05-2017,11.095
2,06-05-2017,10.936
2,07-05-2017,17.254
2,08-05-2017,13.262
2,09-05-2017,13.555
2,10-05-2017,11.486
2,11-05-2017,13.783
2,12-05-2017,15.012
2,13-05-2017,12.615
2,14-05-2017,13.773
2,15-05-2017,14.666
2,16-05-2017,15.577
2,17-05-2017,12.45
2,18-05-2017,13.66
2,19-05-2017,13.714
2,20-05-2017,13.583
2,21-05-2017,12.032
2,22-05-2017,13.376
2,23-05-2017,13.197
2,24-05-2017,14.082
2,25-05-2017,13.336
2,26-05-2017,12.744
2,27-05-2017,12.817
2,28-05-2017,15.167
2,29-05-2017,13.011
2,30-05-2017,12.3
2,31-05-2017,11.884
2,01-06-2017,13.782
2,02-06-2017,12.385
2,03-06-2017,14.153
2,04-06-2017,13.323
2,05-06-2017,11.94
2,06-06-2017,13.957
2,07-06-2017,11.541
2,08-06-2017,14.115
2,09-06-2017,12.851
2,10-06-2017,12.038
2,11-06-2017,13.055
2,12-06-2017,13.805
2,13-06-2017,10.943
2,14-06-2017,13.145
2,15-06-2017,14.032
2,16-06-2017,13.931
2,17-06-2017,14.574
2,18-06-2017,14.139
2,19-06-2017,11.994
2,20-06-2017,13.969
2,21-06-2017,12.444
2,22-06-2017,12.796
2,23-06-2017,12.731
2,24-06-2017,11.915
2,25-06-2017,14.053
2,26-06-2017,11.243
2,27-06-2017,13.18
2,28-06-2017,13.381
2,29-06-2017,12.61
2,30-06-2017,12.606
2,01-07-2017,12.359
2,02-07-2017,12.775
2,03-07-2017,11.584
2,04-07-2017,12.7
2,05-07-2017,13.724
2,06-07-2017,13.985
2,07-07-2017,12.293
2,08-07-2017,12.13
2,09-07-2017,11.406
2,10-07-2017,12.223
2,11-07-2017,10.47
2,12-07-2017,12.931
2,13-07-2017,14.296
2,14-07-2017,11.907
2,15-07-2017,11.965
2,16-07-2017,14.019
2,17-07-2017,13.076
2,18-07-2017,13.238
2,19-07-2017,10.829
2,20-07-2017,13.142
2,21-07-2017,11.969
2,22-07-2017,12.289
2,23-07-2017,12.252
2,24-07-2017,14.177
2,25-07-2017,13.689
2,26-07-2017,15.918
2,27-07-2017,14.365
2,28-07-2017,10.861
2,29-07-2017,8.285
2,30-07-2017,7.542
2,31-07-2017,10.597
2,01-08-2017,7.585
2,02-08-2017,8.005
2,03-08-2017,12.963
2,04-08-2017,16.446
2,05-08-2017,11.126
2,06-08-2017,13.071
2,07-08-2017,12.627
2,08-08-2017,13.935
2,09-08-2017,14.473
2,10-08-2017,14.468
2,11-08-2017,13.248
2,12-08-2017,11.087
2,13-08-2017,12.424
2,14-08-2017,12.185
2,15-08-2017,12.975
2,16-08-2017,12.96
2,17-08-2017,13.789
2,18-08-2017,14.026
2,19-08-2017,12.692
2,20-08-2017,13.359
2,21-08-2017,13.546
2,22-08-2017,13.264
2,23-08-2017,13.134
2,24-08-2017,12.908
2,25-08-2017,12.31
2,26-08-2017,12.447
2,27-08-2017,13.116
2,28-08-2017,11.629
2,29-08-2017,14.229
2,30-08-2017,12.979
2,31-08-2017,13.29
2,01-09-2017,15.246
2,02-09-2017,12.83
2,03-09-2017,12.505
2,04-09-2017,13.843
2,05-09-2017,12.161
2,06-09-2017,13.008
2,07-09-2017,13.013
2,08-09-2017,13.212
2,09-09-2017,12.817
2,10-09-2017,13.089
2,11-09-2017,11.929
2,12-09-2017,12.834
2,13-09-2017,13.488
2,14-09-2017,14.136
2,15-09-2017,11.713
2,16-09-2017,11.577
2,17-09-2017,12.333
2,18-09-2017,12.954
2,19-09-2017,13.886
2,20-09-2017,13.921
2,21-09-2017,13.727
2,22-09-2017,12.473
2,23-09-2017,12.404
2,24-09-2017,13.543
2,25-09-2017,12.545
2,26-09-2017,11.762
2,27-09-2017,12.441
2,28-09-2017,12.611
2,29-09-2017,13.453
2,30-09-2017,16.513
2,01-10-2017,13.941
2,02-10-2017,11.799
2,03-10-2017,11.853
2,04-10-2017,11.391
2,05-10-2017,13.027
2,06-10-2017,13.286
2,07-10-2017,12.115
2,08-10-2017,13.664
2,09-10-2017,12.446
2,10-10-2017,11.256
2,11-10-2017,13.069
2,12-10-2017,13.434
2,13-10-2017,14.372
2,14-10-2017,15.547
2,15-10-2017,12.77
2,16-10-2017,13.555
2,17-10-2017,44.267
2,18-10-2017,20.815
2,19-10-2017,23.513
2,20-10-2017,21.667
2,21-10-2017,20.247
2,22-10-2017,22.739
2,23-10-2017,20.62
2,24-10-2017,22.104
2,25-10-2017,19.949
2,26-10-2017,20.821
2,27-10-2017,24.632
2,28-10-2017,24.461
2,29-10-2017,20.564
2,30-10-2017,21.139
2,31-10-2017,21.593
2,01-11-2017,20.622
2,02-11-2017,22.613
2,03-11-2017,21.25
2,04-11-2017,21.562
2,05-11-2017,44.65
2,06-11-2017,42.545
2,07-11-2017,41.155
2,08-11-2017,31.727
2,09-11-2017,32.283
2,10-11-2017,32.761
2,11-11-2017,34.804
2,12-11-2017,40.805
2,13-11-2017,40.741
2,14-11-2017,18.173
2,15-11-2017,21.31
2,16-11-2017,20.55
2,17-11-2017,41.918
2,18-11-2017,40.507
2,19-11-2017,42.922
2,20-11-2017,20.378
2,21-11-2017,20.396
2,22-11-2017,21.551
2,23-11-2017,20.422
2,24-11-2017,45.128
2,25-11-2017,41.554
2,26-11-2017,19.643
2,27-11-2017,19.844
2,28-11-2017,39.796
2,29-11-2017,43.099
2,30-11-2017,44.662
2,01-12-2017,42.33
2,02-12-2017,43.22
2,03-12-2017,41.718
2,04-12-2017,41.584
2,05-12-2017,42.458
2,06-12-2017,44.301
2,07-12-2017,43.213
2,08-12-2017,45.4
2,09-12-2017,41.452
2,10-12-2017,43.531
2,11-12-2017,41.014
2,12-12-2017,42.112
2,13-12-2017,44.175
2,14-12-2017,42.62
2,15-12-2017,43.927
2,16-12-2017,47
2,17-12-2017,41.53
2,18-12-2017,37.122
2,19-12-2017,39.844
2,20-12-2017,42.543
2,21-12-2017,45.181
2,22-12-2017,39.92
2,23-12-2017,38.593
2,24-12-2017,44.157
2,25-12-2017,21.519
2,26-12-2017,21.95
2,27-12-2017,40.295
2,28-12-2017,39.043
2,29-12-2017,39.645
2,30-12-2017,41.644
2,31-12-2017,19.524
2,01-01-2018,18.734
2,02-01-2018,19.98
2,03-01-2018,23.522
2,04-01-2018,20.949
2,05-01-2018,22.061
2,06-01-2018,39.806
2,07-01-2018,40.185
2,08-01-2018,40.282
2,09-01-2018,19.656
2,10-01-2018,40.258
2,11-01-2018,40.689
2,12-01-2018,43.441
2,13-01-2018,42.574
2,14-01-2018,40.057
2,15-01-2018,35.001
2,16-01-2018,36.17
2,17-01-2018,37.327
2,18-01-2018,47.99
2,19-01-2018,46.483
2,20-01-2018,43.496
2,21-01-2018,45.641
2,22-01-2018,40.698
2,23-01-2018,42.639
2,24-01-2018,43.096
2,25-01-2018,40.106
2,26-01-2018,41.21
2,27-01-2018,40.569
2,28-01-2018,19.75
2,29-01-2018,18.79
2,30-01-2018,17.891
2,31-01-2018,21.224
2,01-02-2018,21.759
2,02-02-2018,40.441
2,03-02-2018,43.321
2,04-02-2018,39.737
2,05-02-2018,40.286
2,06-02-2018,43.625
2,07-02-2018,42.32
2,08-02-2018,41.473
2,09-02-2018,40.345
2,10-02-2018,42.594
2,11-02-2018,41.367
2,12-02-2018,40.765
2,13-02-2018,41.606
2,14-02-2018,40.257
2,15-02-2018,41.006
2,16-02-2018,42.039
2,17-02-2018,26.182
2,18-02-2018,24.43
2,19-02-2018,21.235
2,20-02-2018,24.387
2,21-02-2018,45.157
2,22-02-2018,43.29
2,23-02-2018,40.939
2,24-02-2018,43.358
2,25-02-2018,41.769
2,26-02-2018,38.933
2,27-02-2018,42.413
2,28-02-2018,40.041
2,01-03-2018,42.63
2,02-03-2018,41.497
2,03-03-2018,45.066
2,04-03-2018,48.269
2,05-03-2018,41.916
2,06-03-2018,41.119
2,07-03-2018,35.237
2,08-03-2018,36.999
2,09-03-2018,16.717
2,10-03-2018,44.955
2,11-03-2018,40.821
2,12-03-2018,39.762
2,13-03-2018,40.745
2,14-03-2018,44.253
2,15-03-2018,42.189
2,16-03-2018,39.08
2,17-03-2018,2.984
2,18-03-2018,2.121
2,19-03-2018,1.705
2,20-03-2018,1.536
2,21-03-2018,1.452
2,22-03-2018,1.861
2,23-03-2018,1.496
2,24-03-2018,1.55
2,25-03-2018,35.577
2,26-03-2018,50.759
2,27-03-2018,42.253
2,28-03-2018,43.769
2,29-03-2018,43.583
2,30-03-2018,41.766
2,31-03-2018,42.014
2,01-04-2018,44.373
2,02-04-2018,43.266
2,03-04-2018,43.664
2,04-04-2018,41.023
2,05-04-2018,43.782
2,06-04-2018,40.892
2,07-04-2018,43.064
2,08-04-2018,42.396
2,09-04-2018,42.251
2,10-04-2018,41.451
2,11-04-2018,40.561
2,12-04-2018,14.953
2,13-04-2018,12.449
2,14-04-2018,11.82
2,15-04-2018,13.033
2,16-04-2018,13.317
2,17-04-2018,14.715
2,18-04-2018,14.435
2,19-04-2018,12.945
2,20-04-2018,13.007
2,21-04-2018,12.213
2,22-04-2018,11.282
2,23-04-2018,12.686
2,24-04-2018,14.341
2,25-04-2018,14.879
2,26-04-2018,13.553
2,27-04-2018,12.112
2,28-04-2018,12.708
2,29-04-2018,14.978
2,30-04-2018,12.109
2,01-05-2018,12.076
2,02-05-2018,14.199
2,03-05-2018,14.96
2,04-05-2018,10.892
2,05-05-2018,11.642
2,06-05-2018,11.375
2,07-05-2018,10.549
2,08-05-2018,10.085
2,09-05-2018,11.402
2,10-05-2018,10.989
2,11-05-2018,11.797
2,12-05-2018,14.059
2,13-05-2018,13.366
2,14-05-2018,11.375
2,15-05-2018,11.56
2,16-05-2018,11.669
2,17-05-2018,10.978
2,18-05-2018,13.025
2,19-05-2018,10.468
2,20-05-2018,10.867
2,21-05-2018,12.55
2,22-05-2018,11.762
2,23-05-2018,11.818
2,24-05-2018,9.443
2,25-05-2018,13.288
2,26-05-2018,10.409
2,27-05-2018,19.107
2,28-05-2018,12.11
2,29-05-2018,12.136
2,30-05-2018,11.037
2,31-05-2018,13.18
2,01-06-2018,11.276
2,02-06-2018,12.707
2,03-06-2018,10.841
2,04-06-2018,10.538
2,05-06-2018,11.301
2,06-06-2018,12.234
2,07-06-2018,11.789
2,08-06-2018,10.84
2,09-06-2018,11.799
2,10-06-2018,10.91
2,11-06-2018,14.187
2,12-06-2018,10.921
2,13-06-2018,11.531
2,14-06-2018,10.699
2,15-06-2018,10.996
2,16-06-2018,15.5
2,17-06-2018,14.096
2,18-06-2018,10.813
2,19-06-2018,12.458
2,20-06-2018,11.191
2,21-06-2018,11.437
2,22-06-2018,13.003
2,23-06-2018,14.935
2,24-06-2018,12.129
2,25-06-2018,12.359
2,26-06-2018,11.636
2,27-06-2018,12.824
2,28-06-2018,11.666
2,29-06-2018,10.799
2,30-06-2018,12.56
2,01-07-2018,13.428
2,02-07-2018,11.163
2,03-07-2018,10.803
2,04-07-2018,10.853
2,05-07-2018,11.651
2,06-07-2018,11.026
2,07-07-2018,10.949
2,08-07-2018,14.086
2,09-07-2018,10.844
2,10-07-2018,11.035
2,11-07-2018,10.36
2,12-07-2018,11.275
2,13-07-2018,11.762
2,14-07-2018,12.89
2,15-07-2018,12.142
2,16-07-2018,12.207
2,17-07-2018,10.975
2,18-07-2018,11.681
2,19-07-2018,12.421
2,20-07-2018,11.622
2,21-07-2018,10.691
2,22-07-2018,13.044
2,23-07-2018,11.149
2,24-07-2018,12.548
2,25-07-2018,12.136
2,26-07-2018,14.191
2,27-07-2018,12.228
2,28-07-2018,10.463
2,29-07-2018,12.737
2,30-07-2018,11.323
2,31-07-2018,15.017
2,01-08-2018,14.434
2,02-08-2018,12.097
2,03-08-2018,10.218
2,04-08-2018,12.464
2,05-08-2018,11.364
2,06-08-2018,11.289
2,07-08-2018,10.049
2,08-08-2018,11.997
2,09-08-2018,12.003
2,10-08-2018,12.152
2,11-08-2018,13.253
2,12-08-2018,12.548
2,13-08-2018,10.83
2,14-08-2018,11.086
2,15-08-2018,12.276
2,16-08-2018,10.948
2,17-08-2018,11.476
2,18-08-2018,10.104
2,19-08-2018,12.195
2,20-08-2018,11.644
2,21-08-2018,10.493
2,22-08-2018,9.988
2,23-08-2018,11.917
2,24-08-2018,11.724
2,25-08-2018,9.709
2,26-08-2018,12.002
2,27-08-2018,12.018
2,28-08-2018,9.44
2,29-08-2018,10.808
2,30-08-2018,12.22
2,31-08-2018,11.371
2,01-09-2018,10.59
2,02-09-2018,15.157
2,03-09-2018,14.881
2,04-09-2018,14.34
2,05-09-2018,12.432
2,06-09-2018,12.056
2,07-09-2018,11.395
2,08-09-2018,10.279
2,09-09-2018,12.313
2,10-09-2018,11.88
2,11-09-2018,10.738
2,12-09-2018,11.076
